UF,MUNICIPIO,ID_IBGE,POPULACAO_TOTAL
TO,Itaporã do Tocantins,1711100,2464
PB,Itaporanga,2507002,24766
SP,Itaporanga,3522802,14245
SE,Itaporanga d'Ajuda,2803203,36074
PB,Itapororoca,2507101,19165
RO,Itapuã do Oeste,1101104,9228
RS,Itapuca,4310579,1963
SP,Itapuí,3522901,14035
SP,Itapura,3523008,4002
GO,Itapuranga,5211206,26553
SP,Itaquaquecetuba,3523107,382983
BA,Itaquara,2916708,8464
RS,Itaqui,4310603,36811
MS,Itaquiraí,5004601,20060
PE,Itaquitinga,2607802,17142
ES,Itarana,3202900,10975
BA,Itarantim,2916807,17485
SP,Itararé,3523206,45213
CE,Itarema,2306553,45852
SP,Itariri,3523305,15916
GO,Itarumã,5211305,6124
RS,Itati,4310652,2696
RJ,Itatiaia,3302254,32713
MG,Itatiaiuçu,3133709,13779
SP,Itatiba,3523404,127112
RS,Itatiba do Sul,4310702,3240
BA,Itatim,2916856,16454
SP,Itatinga,3523503,19462
CE,Itatira,2306603,21160
PB,Itatuba,2507200,10840
RN,Itaú,2404903,5447
MG,Itaú de Minas,3133758,14634
MT,Itaúba,5104559,5201
AP,Itaubal,1600253,6097
GO,Itauçu,5211404,7636
PI,Itaueira,2205102,10477
MG,Itaúna,3133808,103272
PR,Itaúna do Sul,4111308,3607
MG,Itaverava,3133907,5747
MG,Itinga,3134004,13954
MA,Itinga do Maranhão,2105427,22896
MT,Itiquira,5104609,12587
SP,Itirapina,3523602,16454
SP,Itirapuã,3523701,5857
BA,Itiruçu,2916906,11211
BA,Itiúba,2917003,35490
SP,Itobi,3523800,8227
BA,Itororó,2917102,16849
SP,Itu,3523909,175047
BA,Ituaçu,2917201,18506
BA,Ituberá,2917300,22154
MG,Itueta,3134103,6234
MG,Ituiutaba,3134202,106775
GO,Itumbiara,5211503,113322
MG,Itumirim,3134301,6876
SP,Itupeva,3524006,74994
PA,Itupiranga,1503705,52201
SC,Ituporanga,4208500,28461
MG,Iturama,3134400,40259
MG,Itutinga,3134509,4366
SP,Ituverava,3524105,38413
BA,Iuiu,2917334,11559
ES,Iúna,3203007,30556
PR,Ivaí,4111407,13476
PR,Ivaiporã,4111506,33566
PR,Ivaté,4111555,6788
PR,Ivatuba,4111605,2685
MS,Ivinhema,5004700,30001
GO,Ivolândia,5211602,2731
RS,Ivorá,4310751,1962
RS,Ivoti,4310801,23566
PE,Jaboatão dos Guararapes,2607901,684293
SC,Jaborá,4208609,4461
SP,Jaborandi,3524204,6280
BA,Jaborandi,2917359,9600
PR,Jaboti,4111704,5655
RS,Jaboticaba,4310850,3847
SP,Jaboticabal,3524303,73473
MG,Jaboticatubas,3134608,21407
RN,Jaçanã,2405009,8053
BA,Jacaraci,2917409,14910
PB,Jacaraú,2507309,14969
AL,Jacaré dos Homens,2703403,5180
PA,Jacareacanga,1503754,26579
SP,Jacareí,3524402,250952
PR,Jacarezinho,4111803,41493
SP,Jaci,3524501,7944
MT,Jaciara,5104807,29803
MG,Jacinto,3134707,11115
SC,Jacinto Machado,4208708,10818
BA,Jacobina,2917508,86896
PI,Jacobina do Piauí,2205151,5711
MG,Jacuí,3134806,7668
AL,Jacuípe,2703502,5419
RS,Jacuizinho,4310876,2066
PA,Jacundá,1503804,37726
SP,Jacupiranga,3524600,16216
RS,Jacutinga,4310900,3398
MG,Jacutinga,3134905,26888
PR,Jaguapitã,4111902,15908
BA,Jaguaquara,2917607,47624
MG,Jaguaraçu,3135001,3181
RS,Jaguarão,4311007,27396
BA,Jaguarari,2917706,34528
ES,Jaguaré,3203056,31551
CE,Jaguaretama,2306702,17604
RS,Jaguari,4311106,10771
PR,Jaguariaíva,4112009,36384
CE,Jaguaribara,2306801,10668
CE,Jaguaribe,2306900,35143
BA,Jaguaripe,2917805,18349
SP,Jaguariúna,3524709,62309
CE,Jaguaruana,2307007,33115
SC,Jaguaruna,4208807,21570
MG,Jaíba,3135050,39639
PI,Jaicós,2205201,17789
SP,Jales,3524808,50078
SP,Jambeiro,3524907,6611
MG,Jampruca,3135076,4266
MG,Janaúba,3135100,73555
GO,Jandaia,5211701,6365
PR,Jandaia do Sul,4112108,21930
BA,Jandaíra,2917904,9508
RN,Jandaíra,2405108,6752
SP,Jandira,3525003,121550
RN,Janduís,2405207,4813
MT,Jangada,5104906,7413
PR,Janiópolis,4112207,5807
MG,Januária,3135209,67123
RN,Januário Cicco,2405306,8843
MG,Japaraíba,3135308,4706
AL,Japaratinga,2703601,9457
SE,Japaratuba,2803302,16451
RJ,Japeri,3302270,102171
RN,Japi,2405405,5219
PR,Japira,4112306,5054
SE,Japoatã,2803401,13723
MG,Japonvar,3135357,8385
MS,Japorã,5004809,8441
PR,Japurá,4112405,9393
AM,Japurá,1302108,9420
PE,Jaqueira,2607950,10440
RS,Jaquirana,4311122,3751
GO,Jaraguá,5211800,46633
SC,Jaraguá do Sul,4208906,199519
MS,Jaraguari,5004908,7480
AL,Jaramataia,2703700,5069
CE,Jardim,2307106,28801
MS,Jardim,5005004,24504
PR,Jardim Alegre,4112504,12138
RN,Jardim de Angicos,2405504,2488
RN,Jardim de Piranhas,2405603,14446
PI,Jardim do Mulato,2205250,4235
RN,Jardim do Seridó,2405702,11942
PR,Jardim Olinda,4112603,1349
SP,Jardinópolis,3525102,47125
SC,Jardinópolis,4208955,1810
RS,Jari,4311130,3412
SP,Jarinu,3525201,40007
RO,Jaru,1100114,55682
GO,Jataí,5211909,111634
PR,Jataizinho,4112702,11996
PE,Jataúba,2608008,16328
MS,Jateí,5005103,3596
CE,Jati,2307205,8114
MA,Jatobá,2105450,7593
PE,Jatobá,2608057,14477
PI,Jatobá do Piauí,2205276,4560
SP,Jaú,3525300,137409
TO,Jaú do Tocantins,1711506,3396
GO,Jaupaci,5212006,2939
MT,Jauru,5105002,7881
MG,Jeceaba,3135407,6476
MG,Jenipapo de Minas,3135456,6072
MA,Jenipapo dos Vieiras,2105476,17529
MG,Jequeri,3135506,12636
AL,Jequiá da Praia,2703759,9607
BA,Jequié,2918001,169201
MG,Jequitaí,3135605,6379
MG,Jequitibá,3135704,6142
MG,Jequitinhonha,3135803,24516
BA,Jeremoabo,2918100,39539
PB,Jericó,2507408,7728
SP,Jeriquara,3525409,4000
ES,Jerônimo Monteiro,3203106,12108
PI,Jerumenha,2205300,4606
MG,Jesuânia,3135902,5320
PR,Jesuítas,4112751,10954
GO,Jesúpolis,5212055,2112
CE,Jijoca de Jericoacoara,2307254,28198
RO,Ji-Paraná,1100122,140101
BA,Jiquiriçá,2918209,14063
BA,Jitaúna,2918308,14824
SC,Joaçaba,4209003,31809
MG,Joaíma,3136009,14035
MG,Joanésia,3136108,4246
SP,Joanópolis,3525508,13131
PE,João Alfredo,2608107,28842
RN,João Câmara,2405801,34849
PI,João Costa,2205359,3033
RN,João Dias,2405900,2073
BA,João Dourado,2918357,25892
MA,João Lisboa,2105500,25311
MG,João Monlevade,3136207,83791
ES,João Neiva,3203130,14295
PB,João Pessoa,2507507,897633
MG,João Pinheiro,3136306,48725
SP,João Ramalho,3525607,4464
MG,Joaquim Felício,3136405,3868
AL,Joaquim Gomes,2703809,17342
PE,Joaquim Nabuco,2608206,13416
PI,Joaquim Pires,2205409,14265
PR,Joaquim Távora,4112801,12341
PB,Joca Claudino,2513653,2607
PI,Joca Marques,2205458,5552
RS,Jóia,4311155,7294
SC,Joinville,4209102,664541
MG,Jordânia,3136504,10541
AC,Jordão,1200328,9884
SC,José Boiteux,4209151,6415
SP,José Bonifácio,3525706,37992
RN,José da Penha,2406007,5966
PI,José de Freitas,2205508,44689
MG,José Gonçalves de Minas,3136520,3963
MG,José Raydan,3136553,4349
MA,Joselândia,2105609,15227
MG,Josenópolis,3136579,3557
GO,Joviânia,5212105,7247
MT,Juara,5105101,36089
PB,Juarez Távora,2507606,8088
TO,Juarina,1711803,2308
MG,Juatuba,3136652,33249
PB,Juazeirinho,2507705,17520
BA,Juazeiro,2918407,256122
CE,Juazeiro do Norte,2307304,305531
PI,Juazeiro do Piauí,2205516,5308
CE,Jucás,2307403,24624
PE,Jucati,2608255,12023
BA,Jucuruçu,2918456,9930
RN,Jucurutu,2406106,18304
MT,Juína,5105150,48396
MG,Juiz de Fora,3136702,567730
PI,Júlio Borges,2205524,5501
RS,Júlio de Castilhos,4311205,18545
SP,Júlio Mesquita,3525805,4302
SP,Jumirim,3525854,3132
MA,Junco do Maranhão,2105658,5282
PB,Junco do Seridó,2507804,7019
RN,Jundiá,2406155,3868
AL,Jundiá,2703908,4175
SP,Jundiaí,3525904,463039
PR,Jundiaí do Sul,4112900,3372
AL,Junqueiro,2704005,24382
SP,Junqueirópolis,3526001,20939
PE,Jupi,2608305,16022
SC,Jupiá,4209177,2713
SP,Juquiá,3526100,17184
SP,Juquitiba,3526209,27969
MG,Juramento,3136801,3798
PR,Juranda,4112959,7899
PE,Jurema,2608404,14002
PI,Jurema,2205532,4501
PB,Juripiranga,2507903,10255
PB,Juru,2508000,9380
AM,Juruá,1302207,11093
MG,Juruaia,3136900,11652
MT,Juruena,5105176,10057
PA,Juruti,1503903,54255
MT,Juscimeira,5105200,11622
GO,Jussara,5212204,19926
PR,Jussara,4113007,6786
BA,Jussara,2918506,17007
BA,Jussari,2918555,6048
BA,Jussiape,2918605,7567
AM,Jutaí,1302306,28202
MS,Juti,5005152,7067
MG,Juvenília,3136959,5937
PR,Kaloré,4113106,4666
AM,Lábrea,1302405,49469
SC,Lacerdópolis,4209201,2302
MG,Ladainha,3137007,14263
MS,Ladário,5005202,22425
BA,Lafaiete Coutinho,2918704,4228
MG,Lagamar,3137106,6622
SE,Lagarto,2803500,105957
SC,Lages,4209300,172458
MA,Lago da Pedra,2105708,45865
MA,Lago do Junco,2105807,9687
MA,Lago dos Rodrigues,2105948,8962
MA,Lago Verde,2105906,15069
PB,Lagoa,2508109,4489
PI,Lagoa Alegre,2205557,8464
RS,Lagoa Bonita do Sul,4311239,2283
AL,Lagoa da Canoa,2704104,18836
TO,Lagoa da Confusão,1711902,16629
MG,Lagoa da Prata,3137205,53927
RN,Lagoa d'Anta,2406205,6756
PB,Lagoa de Dentro,2508208,8123
PE,Lagoa de Itaenga,2608503,19863
RN,Lagoa de Pedras,2406304,7597
PI,Lagoa de São Francisco,2205573,6446
RN,Lagoa de Velhos,2406403,2631
PI,Lagoa do Barro do Piauí,2205565,5171
PE,Lagoa do Carro,2608453,18804
MA,Lagoa do Mato,2105922,10806
PE,Lagoa do Ouro,2608602,12367
PI,Lagoa do Piauí,2205581,5017
PI,Lagoa do Sítio,2205599,4559
TO,Lagoa do Tocantins,1711951,3613
PE,Lagoa dos Gatos,2608701,14333
MG,Lagoa dos Patos,3137304,3237
RS,Lagoa dos Três Cantos,4311270,1781
MG,Lagoa Dourada,3137403,13152
MG,Lagoa Formosa,3137502,19614
MG,Lagoa Grande,3137536,9235
PE,Lagoa Grande,2608750,24951
MA,Lagoa Grande do Maranhão,2105963,11731
RN,Lagoa Nova,2406502,16203
BA,Lagoa Real,2918753,14550
RN,Lagoa Salgada,2406601,8657
MG,Lagoa Santa,3137601,81299
GO,Lagoa Santa,5212253,1435
PB,Lagoa Seca,2508307,29209
RS,Lagoa Vermelha,4311304,28622
RS,Lagoão,4311254,5421
SP,Lagoinha,3526308,5183
PI,Lagoinha do Piauí,2205540,3044
SC,Laguna,4209409,44060
MS,Laguna Carapã,5005251,7037
BA,Laje,2918803,21705
RJ,Laje do Muriaé,3302304,7584
RS,Lajeado,4311403,96879
TO,Lajeado,1712009,3559
RS,Lajeado do Bugre,4311429,2661
SC,Lajeado Grande,4209458,1791
MA,Lajeado Novo,2105989,7232
BA,Lajedão,2918902,3994
BA,Lajedinho,2919009,3610
PE,Lajedo,2608800,41960
BA,Lajedo do Tabocal,2919058,7683
RN,Lajes,2406700,10094
RN,Lajes Pintadas,2406809,4950
MG,Lajinha,3137700,21502
BA,Lamarão,2919108,9303
MG,Lambari,3137809,21010
MT,Lambari D'Oeste,5105234,4662
MG,Lamim,3137908,3213
PI,Landri Sales,2205607,5309
PR,Lapa,4113205,45878
BA,Lapão,2919157,27014
ES,Laranja da Terra,3203163,11597
PR,Laranjal,4113254,5525
MG,Laranjal,3138005,6018
AP,Laranjal do Jari,1600279,37872
SP,Laranjal Paulista,3526407,27044
SE,Laranjeiras,2803609,24047
PR,Laranjeiras do Sul,4113304,33179
MG,Lassance,3138104,7398
PB,Lastro,2508406,3316
SC,Laurentino,4209508,8605
BA,Lauro de Freitas,2919207,219564
SC,Lauro Müller,4209607,14628
TO,Lavandeira,1712157,1676
SP,Lavínia,3526506,9940
MG,Lavras,3138203,110682
CE,Lavras da Mangabeira,2307502,32163
RS,Lavras do Sul,4311502,7290
SP,Lavrinhas,3526605,7348
MG,Leandro Ferreira,3138302,3272
SC,Lebon Régis,4209706,11575
SP,Leme,3526704,101537
MG,Leme do Prado,3138351,4364
BA,Lençóis,2919306,11194
SP,Lençóis Paulista,3526803,68568
SC,Leoberto Leal,4209805,3379
MG,Leopoldina,3138401,52739
GO,Leopoldo de Bulhões,5212303,9123
PR,Leópolis,4113403,3725
RS,Liberato Salzano,4311601,4845
MG,Liberdade,3138500,4744
BA,Licínio de Almeida,2919405,12202
PR,Lidianópolis,4113429,3987
MA,Lima Campos,2106003,11559
MG,Lima Duarte,3138609,17782
SP,Limeira,3526902,301292
MG,Limeira do Oeste,3138625,9191
PE,Limoeiro,2608909,59236
AL,Limoeiro de Anadia,2704203,25184
PA,Limoeiro do Ajuru,1504000,32088
CE,Limoeiro do Norte,2307601,62623
PR,Lindoeste,4113452,5217
SP,Lindóia,3527009,7158
SC,Lindóia do Sul,4209854,4604
RS,Lindolfo Collor,4311627,6420
RS,Linha Nova,4311643,1721
ES,Linhares,3203205,183797
SP,Lins,3527108,76844
PB,Livramento,2508505,7041
BA,Livramento de Nossa Senhora,2919504,46376
TO,Lizarda,1712405,2950
PR,Loanda,4113502,23966
PR,Lobato,4113601,4707
PB,Logradouro,2508554,5107
PR,Londrina,4113700,581382
MG,Lontra,3138658,8963
SC,Lontras,4209904,13829
SP,Lorena,3527207,87468
MA,Loreto,2106102,11884
SP,Lourdes,3527256,1962
SP,Louveira,3527306,54865
MT,Lucas do Rio Verde,5105259,95792
SP,Lucélia,3527405,20378
PB,Lucena,2508604,13088
SP,Lucianópolis,3527504,2423
MT,Luciara,5105309,2616
RN,Lucrécia,2406908,3576
SP,Luís Antônio,3527603,12564
PI,Luís Correia,2205706,31901
MA,Luís Domingues,2106201,7366
BA,Luís Eduardo Magalhães,2919553,118382
RN,Luís Gomes,2407005,9271
MG,Luisburgo,3138674,7239
MG,Luislândia,3138682,6323
SC,Luiz Alves,4210001,12246
PR,Luiziana,4113734,6659
SP,Luiziânia,3527702,4740
MG,Luminárias,3138708,5744
PR,Lunardelli,4113759,4864
SP,Lupércio,3527801,4004
PR,Lupionópolis,4113809,4929
SP,Lutécia,3527900,2697
MG,Luz,3138807,18336
SC,Luzerna,4210035,5951
GO,Luziânia,5212501,221262
PI,Luzilândia,2205805,26143
TO,Luzinópolis,1712454,2811
RJ,Macaé,3302403,264439
RN,Macaíba,2407104,87056
BA,Macajuba,2919603,10740
RS,Maçambará,4311718,4485
SE,Macambira,2803708,7048
AP,Macapá,1600303,489676
PE,Macaparana,2609006,24642
BA,Macarani,2919702,22768
SP,Macatuba,3528007,17140
RN,Macau,2407203,28350
SP,Macaubal,3528106,7581
BA,Macaúbas,2919801,43653
SP,Macedônia,3528205,4058
AL,Maceió,2704302,994952
MG,Machacalis,3138906,6556
RS,Machadinho,4311700,5867
RO,Machadinho D'Oeste,1100130,34149
MG,Machado,3139003,38809
PE,Machados,2609105,11387
SC,Macieira,4210050,1796
RJ,Macuco,3302452,5602
BA,Macururé,2919900,7435
CE,Madalena,2307635,17235
PI,Madeiro,2205854,8231
BA,Madre de Deus,2919926,19224
MG,Madre de Deus de Minas,3139102,5360
PB,Mãe d'Água,2508703,3599
PA,Mãe do Rio,1504059,37473
BA,Maetinga,2919959,7218
SC,Mafra,4210100,57262
PA,Magalhães Barata,1504109,8439
MA,Magalhães de Almeida,2106300,13933
SP,Magda,3528304,3211
RJ,Magé,3302502,244142
BA,Maiquinique,2920007,9009
BA,Mairi,2920106,18130
SP,Mairinque,3528403,51888
SP,Mairiporã,3528502,97835
GO,Mairipotaba,5212600,2631
SC,Major Gercino,4210209,3253
AL,Major Isidoro,2704401,17828
RN,Major Sales,2407252,4086
SC,Major Vieira,4210308,7543
MG,Malacacheta,3139201,17691
BA,Malhada,2920205,15814
BA,Malhada de Pedras,2920304,8982
SE,Malhada dos Bois,2803807,3674
SE,Malhador,2803906,11712
PR,Mallet,4113908,13681
PB,Malta,2508802,6288
PB,Mamanguape,2508901,46966
GO,Mambaí,5212709,8493
PR,Mamborê,4114005,13551
MG,Mamonas,3139250,6082
RS,Mampituba,4311734,3203
AM,Manacapuru,1302504,111751
PB,Manaíra,2509008,10699
AM,Manaquiri,1302553,16211
PE,Manari,2609154,27046
AM,Manaus,1302603,2303732
AC,Mâncio Lima,1200336,20479
PR,Mandaguaçu,4114104,34521
PR,Mandaguari,4114203,38313
PR,Mandirituba,4114302,29104
SP,Manduri,3528601,10122
PR,Manfrinópolis,4114351,2790
MG,Manga,3139300,19148
RJ,Mangaratiba,3302601,43660
PR,Mangueirinha,4114401,16737
MG,Manhuaçu,3139409,97328
MG,Manhumirim,3139508,20939
AM,Manicoré,1302702,58018
PI,Manoel Emídio,2205904,5315
PR,Manoel Ribas,4114500,14675
AC,Manoel Urbano,1200344,12923
RS,Manoel Viana,4311759,6915
BA,Manoel Vitorino,2920403,14287
BA,Mansidão,2920452,14542
MG,Mantena,3139607,27350
ES,Mantenópolis,3203304,13131
RS,Maquiné,4311775,7593
MG,Mar de Espanha,3139805,13180
AL,Mar Vermelho,2704906,3208
GO,Mara Rosa,5212808,10806
AM,Maraã,1302801,15815
PA,Marabá,1504208,290975
SP,Marabá Paulista,3528700,4619
MA,Maracaçumé,2106326,21730
SP,Maracaí,3528809,12804
SC,Maracajá,4210407,8344
MS,Maracaju,5005400,48073
PA,Maracanã,1504307,27129
CE,Maracanaú,2307650,251613
BA,Maracás,2920502,29330
AL,Maragogi,2704500,33269
BA,Maragogipe,2920601,37041
PE,Maraial,2609204,9322
MA,Marajá do Sena,2106359,7153
CE,Maranguape,2307700,108622
MA,Maranhãozinho,2106375,14092
PA,Marapanim,1504406,28159
SP,Marapoama,3528858,3415
RS,Maratá,4311791,2521
ES,Marataízes,3203320,45953
RS,Marau,4311809,46748
BA,Maraú,2920700,25804
AL,Maravilha,2704609,9709
SC,Maravilha,4210506,30743
MG,Maravilhas,3139706,7532
PB,Marcação,2509057,9537
MT,Marcelândia,5105580,11355
RS,Marcelino Ramos,4311908,4382
RN,Marcelino Vieira,2407302,8083
BA,Marcionílio Souza,2920809,9475
CE,Marco,2307809,27177
PI,Marcolândia,2205953,8822
PI,Marcos Parente,2206001,4863
PR,Marechal Cândido Rondon,4114609,58734
AL,Marechal Deodoro,2704708,62477
ES,Marechal Floriano,3203346,18964
AC,Marechal Thaumaturgo,1200351,18057
SC,Marema,4210555,2218
PB,Mari,2509107,22170
MG,Maria da Fé,3139904,14567
PR,Maria Helena,4114708,5926
PR,Marialva,4114807,44749
MG,Mariana,3140001,64506
RS,Mariana Pimentel,4311981,4005
RS,Mariano Moro,4312005,1884
TO,Marianópolis do Tocantins,1712504,4793
SP,Mariápolis,3528908,3526
AL,Maribondo,2704807,13970
RJ,Maricá,3302700,212470
MG,Marilac,3140100,4323
ES,Marilândia,3203353,13087
PR,Marilândia do Sul,4114906,8761
PR,Marilena,4115002,7450
SP,Marília,3529005,247348
PR,Mariluz,4115101,9910
PR,Maringá,4115200,429660
SP,Marinópolis,3529104,1862
MG,Mário Campos,3140159,16705
PR,Mariópolis,4115309,6506
PR,Maripá,4115358,6824
MG,Maripá de Minas,3140209,3567
PA,Marituba,1504422,119437
PB,Marizópolis,2509156,7001
MG,Marliéria,3140308,4796
PR,Marmeleiro,4115408,16605
MG,Marmelópolis,3140407,3314
RS,Marques de Souza,4312054,4050
PR,Marquinho,4115457,4491
MG,Martinho Campos,3140506,14546
CE,Martinópole,2307908,11280
SP,Martinópolis,3529203,25240
RN,Martins,2407401,8415
MG,Martins Soares,3140530,8797
SE,Maruim,2804003,15956
PR,Marumbi,4115507,4780
GO,Marzagão,5212907,2942
BA,Mascote,2920908,13918
CE,Massapê,2308005,39840
PI,Massapê do Piauí,2206050,5165
PB,Massaranduba,2509206,14756
SC,Massaranduba,4210605,18122
RS,Mata,4312104,4782
BA,Mata de São João,2921005,44962
AL,Mata Grande,2705002,22126
MA,Mata Roma,2106409,17581
MG,Mata Verde,3140555,9532
SP,Matão,3529302,81075
PB,Mataraca,2509305,8650
TO,Mateiros,1712702,2922
PR,Matelândia,4115606,19223
MG,Materlândia,3140605,3949
MG,Mateus Leme,3140704,40814
MG,Mathias Lobato,3171501,3053
MG,Matias Barbosa,3140803,14547
MG,Matias Cardoso,3140852,8922
PI,Matias Olímpio,2206100,10886
BA,Matina,2921054,10611
MA,Matinha,2106508,22540
PB,Matinhas,2509339,4759
PR,Matinhos,4115705,42063
MG,Matipó,3140902,19115
RS,Mato Castelhano,4312138,2611
PB,Mato Grosso,2509370,2584
RS,Mato Leitão,4312153,5001
RS,Mato Queimado,4312179,1833
PR,Mato Rico,4115739,3249
MG,Mato Verde,3141009,12210
MA,Matões,2106607,33327
MA,Matões do Norte,2106631,18021
SC,Matos Costa,4210704,2789
MG,Matozinhos,3141108,39529
GO,Matrinchã,5212956,4004
AL,Matriz de Camaragibe,2705101,24331
MT,Matupá,5105606,21959
PB,Maturéia,2509396,6717
MG,Matutina,3141207,3912
SP,Mauá,3529401,429014
PR,Mauá da Serra,4115754,9689
AM,Maués,1302900,66336
GO,Maurilândia,5213004,10145
TO,Maurilândia do Tocantins,1712801,3171
CE,Mauriti,2308104,47501
RN,Maxaranguape,2407500,10534
RS,Maximiliano de Almeida,4312203,4251
AP,Mazagão,1600402,23773
MG,Medeiros,3141306,4068
BA,Medeiros Neto,2921104,22801
PR,Medianeira,4115804,57910
PA,Medicilândia,1504455,28677
MG,Medina,3141405,20455
SC,Meleiro,4210803,7128
PA,Melgaço,1504505,30080
RJ,Mendes,3302809,18048
MG,Mendes Pimentel,3141504,5614
SP,Mendonça,3529500,6420
PR,Mercedes,4115853,6194
MG,Mercês,3141603,10615
SP,Meridiano,3529609,4721
CE,Meruoca,2308203,15853
SP,Mesópolis,3529658,1990
RJ,Mesquita,3302858,178830
MG,Mesquita,3141702,4984
AL,Messias,2705200,15706
RN,Messias Targino,2407609,4410
PI,Miguel Alves,2206209,33074
BA,Miguel Calmon,2921203,25263
PI,Miguel Leão,2206308,1355
RJ,Miguel Pereira,3302908,28142
SP,Miguelópolis,3529708,19621
CE,Milagres,2308302,26819
BA,Milagres,2921302,11436
MA,Milagres do Maranhão,2106672,9065
CE,Milhã,2308351,14713
PI,Milton Brandão,2206357,6681
GO,Mimoso de Goiás,5213053,2626
ES,Mimoso do Sul,3203403,25088
GO,Minaçu,5213087,26616
AL,Minador do Negrão,2705309,4935
RS,Minas do Leão,4312252,7661
MG,Minas Novas,3141801,23843
MG,Minduri,3141900,3811
GO,Mineiros,5213103,74999
SP,Mineiros do Tietê,3529807,11322
RO,Ministro Andreazza,1101203,6519
SP,Mira Estrela,3530003,3209
MG,Mirabela,3142007,14071
SP,Miracatu,3529906,18610
RJ,Miracema,3303005,28416
TO,Miracema do Tocantins,1713205,18679
MA,Mirador,2106706,21536
PR,Mirador,4115903,2248
MG,Miradouro,3142106,8961
RS,Miraguaí,4312302,4501
MG,Miraí,3142205,13921
CE,Miraíma,2308377,14826
MS,Miranda,5005608,26512
MA,Miranda do Norte,2106755,24373
PE,Mirandiba,2609303,14605
SP,Mirandópolis,3530102,28754
BA,Mirangaba,2921401,16167
TO,Miranorte,1713304,13073
BA,Mirante,2921450,10526
RO,Mirante da Serra,1101302,9657
SP,Mirante do Paranapanema,3530201,16031
PR,Miraselva,4116000,2017
SP,Mirassol,3530300,65811
MT,Mirassol d'Oeste,5105622,27637
SP,Mirassolândia,3530409,4783
MG,Miravânia,3142254,3982
SC,Mirim Doce,4210852,2554
MA,Mirinzal,2106805,14298
PR,Missal,4116059,11423
CE,Missão Velha,2308401,38997
PA,Mocajuba,1504604,28903
SP,Mococa,3530508,69372
SC,Modelo,4210902,4159
MG,Moeda,3142304,5314
MG,Moema,3142403,7812
PB,Mogeiro,2509404,14435
SP,Mogi das Cruzes,3530607,470302
SP,Mogi Guaçu,3530706,160318
SP,Mogi Mirim,3530805,95742
GO,Moiporá,5213400,1687
SE,Moita Bonita,2804102,11297
PA,Moju,1504703,91760
PA,Mojuí dos Campos,1504752,25818
CE,Mombaça,2308500,38451
SP,Mombuca,3530904,3830
MA,Monção,2106904,28563
SP,Monções,3531001,1947
SC,Mondaí,4211009,10206
SP,Mongaguá,3531100,64845
MG,Monjolos,3142502,2187
PI,Monsenhor Gil,2206407,10513
PI,Monsenhor Hipólito,2206506,7762
MG,Monsenhor Paulo,3142601,8565
CE,Monsenhor Tabosa,2308609,17705
PB,Montadas,2509503,6144
MG,Montalvânia,3142700,14068
ES,Montanha,3203502,19830
RN,Montanhas,2407708,11785
RS,Montauri,4312351,1530
RN,Monte Alegre,2407807,23953
PA,Monte Alegre,1504802,64002
GO,Monte Alegre de Goiás,5213509,6534
MG,Monte Alegre de Minas,3142809,20708
SE,Monte Alegre de Sergipe,2804201,14781
PI,Monte Alegre do Piauí,2206605,10928
SP,Monte Alegre do Sul,3531209,8923
RS,Monte Alegre dos Campos,4312377,3251
SP,Monte Alto,3531308,48758
SP,Monte Aprazível,3531407,22668
MG,Monte Azul,3142908,20497
SP,Monte Azul Paulista,3531506,18337
MG,Monte Belo,3143005,13347
RS,Monte Belo do Sul,4312385,2608
SC,Monte Carlo,4211058,9218
MG,Monte Carmelo,3143104,49500
SC,Monte Castelo,4211108,7747
SP,Monte Castelo,3531605,4306
RN,Monte das Gameleiras,2407906,2345
TO,Monte do Carmo,1713601,5667
MG,Monte Formoso,3143153,4437
PB,Monte Horebe,2509602,4429
SP,Monte Mor,3531803,67832
RO,Monte Negro,1101401,12168
BA,Monte Santo,2921500,49807
MG,Monte Santo de Minas,3143203,21294
TO,Monte Santo do Tocantins,1713700,2521
MG,Monte Sião,3143401,25107
PB,Monteiro,2509701,33886
SP,Monteiro Lobato,3531704,4205
AL,Monteirópolis,2705408,7344
RS,Montenegro,4312401,66352
MA,Montes Altos,2107001,9306
MG,Montes Claros,3143302,437601
GO,Montes Claros de Goiás,5213707,9024
MG,Montezuma,3143450,6951
GO,Montividiu,5213756,13094
GO,Montividiu do Norte,5213772,3743
CE,Morada Nova,2308708,65390
MG,Morada Nova de Minas,3143500,9414
CE,Moraújo,2308807,8537
PE,Moreilândia,2614303,10839
PR,Moreira Sales,4116109,11043
PE,Moreno,2609402,57654
RS,Mormaço,4312427,2815
BA,Morpará,2921609,8220
PR,Morretes,4116208,19089
GO,Morrinhos,5213806,54326
CE,Morrinhos,2308906,23747
RS,Morrinhos do Sul,4312443,3133
SP,Morro Agudo,3531902,28521
GO,Morro Agudo de Goiás,5213855,2505
PI,Morro Cabeça no Tempo,2206654,4456
SC,Morro da Fumaça,4211207,19490
MG,Morro da Garça,3143609,2426
BA,Morro do Chapéu,2921708,35235
PI,Morro do Chapéu do Piauí,2206670,6548
MG,Morro do Pilar,3143708,3161
SC,Morro Grande,4211256,3097
RS,Morro Redondo,4312450,6168
RS,Morro Reuter,4312476,6167
MA,Morros,2107100,19015
BA,Mortugaba,2921807,11477
SP,Morungaba,3532009,14147
